indice,pergunta,referencia,predicao,bert_precision,bert_recall,bert_f1,bleu,rouge1,rouge2,rougeL
45,,"In asthma, glucocorticosteroids are usually inhaled so that the medicine goes straight to the lining of the airways affected by inflammation. This also greatly reduces the risk of any possible harmful effects on the rest of the body. The small amount of medicine that goes into the bloodstream is rapidly removed from the body, so that normally there are none of the side effects that may occur with other types of steroid treatment.This is exemplified by pregnancy. Long-term treatment with glucocorticosteroid tablets puts both mother and unborn baby at significant risk of various complications. However, the inhaled steroid budesonide has been investigated in large studies of pregnant women, which did not show any increased risk for the mother or unborn baby.",The next question is about why are glucocorticosteriod medications inhaled.,0.744967,0.617712,0.675398,0.0,0.06015,0.0,0.06015
46,,"Corticosteroid tablets (usually prednisolone or prednisone) or injections can be helpful to treat a severe attack of asthma when inhaled corticosteroids have not had enough effect or are not available.

Treatment with corticosteroid tablets or injections for short periods has few side effects. High doses can, however, temporarily affect your mood, either positively or negatively. Long-term treatment with corticosteroid tablets or injections can cause side effects, including osteoporosis, thinning of the skin, weight gain, high blood pressure and high blood-sugar levels. These risks are avoided if you switch back to inhaled corticosteroids as soon as possible (in consultation with your doctor) and avoid the long-term use of corticosteroid tablets or injections.",The next question is about asthma.,0.719018,0.553196,0.6253,0.0,0.033333,0.0,0.016667
47,,"Both corticosteroids and anabolic steroids are sometimes just called steroids. However, corticosteroids are very different from anabolic steroids. Corticosteroids reduce the swelling in the airways that make breathing difficult and also reduce the amount of mucus produced in the lungs. Anabolic steroids have an effect similar to that of the male hormone testosterone, and are used illegally by some athletes to increase muscle mass, strength and endurance. Corticosteroids do not have these effects.",The difference between a corticosteroid and an anabolic steroid is that **cerconesoids are synthetic hormones** that are used to treat asthma. They are designed to help the body cope with inflammation and damage caused by asthma.,0.716809,0.716685,0.716747,0.0,0.275229,0.018692,0.146789
48,,"Inhaled non-steroidal anti-inflammatory medications, such as the cromones (sodium cromoglicate and nedocromil), have weaker anti-inflammatory effects than corticosteroids. If your doctor gives you an inhaled non-steroidal anti-inflammatory medication, you must take it regularly, even if you are not wheezing in the same way as you should take an inhaled corticosteroid. If you are being treated with one of these medications, you will need to take an airway opener from another inhaler to treat any asthma attacks.",The next question is about inhaled non-steroidal anti-inflammatory medications.,0.805815,0.656954,0.72381,0.0,0.152174,0.111111,0.152174
49,,"There are no alternative treatments that control asthma as effectively as inhaled corticosteroids. Inhaled non-steroidal anti-inflammatory medications, such the cromones, are not so effective and do not usually relieve the inflammation completely.

Anti-leukotrienes are tablets that are taken by mouth and are helpful to some people with asthma. Often they are not an effective alternative to inhaled corticosteroids for the long-term control of asthma and the prevention of attacks, but some patients benefit from their use.

Antihistamine tablets are not helpful in the treatment of asthma. However, patients who also have hay fever may find that their asthma improves when the hay fever is successfully controlled, and antihistamines may be successfully used to treat hay fever.

Some airway openers, such as theophylline, can be taken by mouth in long-acting preparations. To select the safe and effective dose for an individual patient, and thus achieve the best effect, blood levels of the drug may need to be measured and the dose adjusted. In general, long-acting airway openers are not an alternative to inhaled corticosteroids, because these medications do not fully relieve the underlying inflammation of asthma. The inflammation tends to become worse over time, causing more frequent asthma attacks and more severe symptoms. Although some patients find that their asthma can be satisfactorily controlled by the regular use of theophylline tablets or capsules, these treatments have been largely replaced by inhaled medications. If you have been using theophylline for some time, you may want to discuss todays alternative treatments with your doctor.","Yes, there is an effective alternative to using inhaled corticosteroids for asthma.",0.763578,0.602776,0.673715,0.0,0.081784,0.037453,0.066914
50,,"Yes. Asthma is a long-term (chronic) disease that causes inflammation and narrowing of the airways. Your asthma does not stay the same, but changes over time, and some degree of inflammation is usually present, even when you are unaware of any symptoms.

People with asthma sometimes forget or choose not to take their anti-inflammatory medication, especially during periods when they are feeling well. When they start to get symptoms of asthma, they increase the dose of airway opener (bronchodilator). However, this will not treat the underlying inflammation. At the first sign of symptoms of asthma, you should re-start your anti-inflammatory medication if you have stopped it, in addition to using an airway opener.

You should not stop using your inhaled corticosteroid regularly at any time unless you have discussed this with your doctor first.

Inhaled corticosteroids are recommended for treating asthma because they are anti-inflammatory. Aspirin is also anti-inflammatory, but is not recommended for people with asthma. Why?

Corticosteroids and aspirin are both anti-inflammatory, but work in very different ways and relieve different types of inflammation. Aspirin has no effect on the inflammation of the airways that occurs in asthma. More seriously, in some patients with asthma, aspirin may provoke severe attacks of asthma. Any patient who is known to have such aspirin sensitivity should avoid the use of aspirin at all times. Even in other patients, aspirin has no beneficial effects on asthma.","Yes, you should still need your inhaled corticosteroid (ICS) if you feel well and are not experiencing any symptoms of asthma.",0.754522,0.636245,0.690354,0.0,0.122137,0.053846,0.091603
51,,"If you have asthma and have used aspirin or a similar medicine (often called non-steroidal anti-inflammatory drugs or NSAIDs) without any worsening of your asthma, you can continue to use it. If, however, you have had asthma symptoms after using aspirin or an NSAID, you should avoid these drugs and use paracetamol or another medicine instead. You should discuss appropriate alternatives with your doctor if necessary.",The next question is about asthma.,0.704453,0.559478,0.623651,0.0,0.027027,0.0,0.027027
52,,"Hyposensitisation is often referred to as allergy vaccination. It usually involves having a series of injections of the allergen or allergens that are known to cause your asthma. The dose of the injections is gradually increased, with the aim that the body will learn to handle these allergens better and no longer develop asthma on exposure to them.

Hyposensitisation is sometimes suitable for the treatment of asthma provoked by pollen, some animals or dust mites. It is most likely to be successful if your asthma is caused by only one or a few allergens. If your asthma reacts to many different things, it will not usually get better with this treatment.

Hyposensitisation has been used for more than 80 years and is still the only treatment that can potentially reduce your reaction to a specific allergen. The method works for asthma that has been provoked by pollen, furry animals and dust mites, but not for mould. However, there is a risk of serious reactions to the injections, so they should only be given by a specialist, and usually only in a hospital clinic. The risks of these injections limit their availability in some countries, and the treatment is also relatively expensive.",The next question is about hyposensitisation (vaccination).,0.735253,0.543558,0.625038,0.0,0.038462,0.0,0.028846
53,,"First of all, be sure that you are using an effective anti-inflammatory treatment. If cold air causes asthma symptoms, inhaled corticosteroids are probably needed. If you are already taking them, ask your doctor whether you should increase the dose or take additional treatment. A long-acting bronchodilator, such as formoterol, may be the best choice.

A face mask may also help by heating and moisturising the inhaled air, because cold air dries and irritates the mucus membranes in the airways, especially in people with asthma. Your doctor or pharmacist will be able to advise you.","Okay, I understand. It's completely normal to feel troubled and worried when you're outdoors in cold weather. It's important to take a moment to calm down and think about what you can do. 

Here are some things you can do to help manage your asthma when outdoors in cold weather:

*   **Stay Hydrated:** Drink plenty of fluids, such as water, herbal tea, or broth, to stay hydrated.
*   **Wear a Mask:** Wear a mask to protect your lungs from the cold air.
*   **Avoid Triggers:** Try to avoid triggers such as pollen, dust, smoke, and allergens.
*   **Be Aware:** Be aware of your surroundings and avoid walking in cold temperatures.
*   **Check Your Medications:** If you have asthma medications, make sure they are up-to-date and that you are taking them as prescribed.
*   **Seek Medical Advice:** If you are experiencing persistent symptoms of asthma, such as difficulty breathing, wheezing, or chest tightness, or if you are concerned about your asthma, see your doctor.

It's also important to remember that asthma is a chronic condition that can be managed with proper care and lifestyle changes.",0.64301,0.691533,0.666389,0.0,0.307143,0.057554,0.128571
54,,"Many people focus on the side effects of treatment so much that they forget that poorly treated asthma can also cause side effects. Apart from the (fortunately low) risk of dying from asthma, there is also a risk that lung function will deteriorate over the years and that you will become disabled by chronic asthma as you age. Children with poorly treated asthma do not grow properly and pregnant women with poorly controlled asthma have a higher risk of complications, for example poor growth or death of the unborn baby.","Yes, asthma can cause side effects.",0.812351,0.64274,0.71766,6e-06,0.104167,0.06383,0.104167
55,,"No, but if you are not sleeping well because you have poorly treated asthma, you can become tired and forgetful.

Theophylline and related medications can also adversely affect your sleep and may therefore make you feel tired indirectly. If you suspect something like this, discuss it with the doctor who treats your asthma.

The older antihistamines can make you feel drowsy. If you use these medications for hay fever or other allergies and feel tired, you should talk to your doctor about possible alternative medications. If you are allergic to pollen, it is also possible that this causes you to feel tired during the pollen season.","Yes, tiredness and forgetfulness can be caused by your asthma medication.",0.735875,0.621746,0.674013,0.0,0.068376,0.017391,0.068376
56,,"As with most medications, inhaled corticosteroids may have side effects in some people.

The most common side effect is a fungal infection in the mouth (oral candidiasis). This is easily treated, and can be prevented by rinsing the mouth after inhalation or sometimes by changing your inhalation technique. Inhaled corticosteroids do not cause fungal (or other) infections in the lungs.

Some people find that their voices become husky after using an inhaled corticosteroid. This usually passes when the dose is lowered, but the hoarseness can sometimes prevent further treatment.

Side effects of inhaled corticosteroids elsewhere in the body are very rare, in contrast to the known risks of corticosteroids given by mouth. Occasionally bruising can occur. There is no evidence that the most commonly prescribed doses of inhaled corticosteroids can lead to osteoporosis or to cataracts in the eyes, for example although these are recognised complications of corticosteroid tablets.

Inhaled corticosteroids are a very effective way of treating asthma, and in most people the benefit of this effective treatment is much greater than any risk of side-effects. You should discuss any worries you may have about this with your doctor.","Yes, inhaled corticosteroids can cause long-term side effects.",0.770285,0.631658,0.694118,0.0,0.06,0.030303,0.06
57,,"Yes, absolutely! These anti-inflammatory medications are currently the most effective treatment for asthma, because they treat the causes of asthma instead of just relieving the symptoms. With long-term treatment, the mucus membranes lining the airways return to normal without any harmful effects on the lungs.

Early treatment with inhaled corticosteroids seems to help prevent asthma from getting worse. This may make it less likely that you will have severe attacks and the treatment these require.","Yes, it is generally considered good for you to use inhaled corticosteroids, but it's important to understand the potential risks and benefits.",0.756199,0.673183,0.71228,0.0,0.2,0.020408,0.14
58,,No.,"Yes, you can become addicted to the corticosteroids in asthma medications.",0.439796,0.520408,0.476718,0.0,0.0,0.0,0.0
59,,"The skin and the blood vessels just below the surface of the skin are very sensitive to the effects of corticosteroids. If you apply a corticosteroid cream to the same area of skin for a long time, the skin and the walls of the blood vessels become fragile and break easily, which makes bruising common. Because of this, doctors and scientists have looked very carefully to see whether this could happen in the airways of people treated with corticosteroids over a long period of time. However, no signs of damage to the airways have been seen and it seems that the lining of the airways reacts to corticosteroids in a different way from the skin.","The next question is about asthma, and why can you use inhaled corticosteroids for many years, but corticosteroid cream on your skin for only a short period.",0.738438,0.670474,0.702817,0.0,0.140845,0.028571,0.126761
60,,"There is a slight risk of fungal infection in the mouth when using inhaled corticosteroids. Although this affects very few people, it does not hurt to rinse out your mouth after inhaling a corticosteroid, whenever convenient (e.g. at home in the morning or evening). If you are out during the day and it is inconvenient to rinse, this is not a problem, as the risk is very small.","Yes, you absolutely need to rinse out your mouth after using an inhaled corticosteroid (ICS).",0.793392,0.670326,0.726686,0.013014,0.238095,0.121951,0.166667
61,,"There is no risk in taking a double dose on a single occasion, but try not to make a habit of this!","The answer to the question is **better to risk taking a double dose of inhaled corticosteroids, or none at all**.",0.692799,0.730688,0.711239,0.110761,0.380952,0.15,0.333333
62,,"There is no evidence that inhaled corticosteroids in commonly prescribed doses can cause osteoporosis, but it is reasonable for all patients with asthma (especially older women) to take steps to avoid this, as it is a recognized consequence of increasing age and physical inactivity (and of corticosteroid tablets used in the long-term).

Physical activity will help your skeleton grow stronger and is probably the most important factor in preventing osteoporosis. Inactivity, for example due to very poor lung function or fear of getting an asthma attack, makes osteoporosis worse. Effective asthma treatment that makes it possible to lead an active life is therefore very important. Calcium supplements for middle-aged and older women who are unlikely to get sufficient calcium in their ordinary food may also reduce the risk of osteoporosis, and specific treatments are available for those at special risk. Research in this field will probably lead to further developments in the future.",The next question about asthma is: **What can I do to prevent osteoporosis?**,0.688838,0.603932,0.643597,0.0,0.071429,0.0,0.059524
63,,"You may remember that your asthma seemed to start in connection with a viral infection probably when you were a child. However, the infection probably did not cause the asthma; more likely, it only triggered the symptoms. The condition was already there and would have developed sooner or later, with or without the infection. You were probably born with a tendency to develop asthma.

Some children are allergic and have a mild form of asthma (inflammation of the airways) without being aware of it. Then they get a viral infection and the obvious asthma symptoms appear.","Yes, infections can cause asthma.",0.772837,0.654064,0.708507,0.0,0.039604,0.0,0.039604
64,,"Yes, viral respiratory infections, such as the common cold or flu, can trigger attacks in people who have asthma. Try to avoid contact with people if you know they have a respiratory infection.

Viral infections are thought to be more likely to trigger symptoms if the underlying inflammation in asthma is not properly treated.","Yes, infections can trigger asthma.",0.886632,0.712302,0.789963,0.0,0.169492,0.035088,0.169492
65,,"Penicillin and other antibiotics are only effective against bacterial infections. The inflammation in asthma is not caused by bacteria, so antibiotics have no effect. In addition, most infections of the airways are caused by viruses, and would not respond to antibiotic treatment.

People with asthma can get bacterial infections in the lungs (bronchitis or even pneumonia), which may need to be treated with antibiotics. But antibiotics do not have any effect on the long-term, underlying inflammation in asthma. This inflammation needs to be treated with a controller (anti-inflammatory) medication. And since the inflammation usually also causes tightening of the muscles around the airways and narrowing of the airways, it should also be treated with an airway opener or reliever medication (bronchodilator).","The next question is about asthma, and why don't antibiotics help against asthmatic inflammation in the airways.",0.761831,0.687951,0.723009,0.0,0.141844,0.043165,0.113475
66,,"No. Asthma cannot be spread to other people. On the other hand, a person with asthma can catch bronchitis just as easily as anyone else. And bronchitis can be contagious, in the same way as an ordinary cold.","Yes, asthma is contagious.",0.842766,0.682697,0.754333,0.0,0.095238,0.0,0.095238
67,,"Yes. Even though physical exercise is a common trigger of asthma symptoms, it is just as important for people with asthma to exercise as for anyone else. Keep in mind that it takes time to get in shape and you lose fitness quickly when you stop exercising regularly.

With the right medication, most people with asthma will be able to do some kind of physical exercise, many will feel no restrictions, and some will only react to exercise in combination with other triggers.","Yes, it is generally good for people with asthma to exercise.",0.844828,0.677,0.75166,0.001263,0.191489,0.130435,0.191489
68,,"The common symptoms of exercise-induced asthma are:

    wheezing
    abnormal shortness of breath
    tightness in the chest
    coughing

You may have just one of these symptoms or a combination of them.

Treatment with a airway opener (reliever) medicine, such as a quick-acting bronchodilator, should immediately relieve one or more of the symptoms. If not, you should discuss other possible reasons for the symptoms with your doctor.",The next question is about asthma symptoms.,0.748861,0.594278,0.662673,0.0,0.081081,0.0,0.081081
69,,"The best way to avoid exercise-induced asthma is to make sure that your asthma is properly controlled and, if necessary, that you take extra medication before exercising. A good warm-up also reduces the risk of exercise-induced asthma.

Anti-inflammatory treatment, preferably with inhaled corticosteroids, taken regularly will prevent exercise-induced asthma in many people. However, some people still need to take an airway opener (bronchodilator) before exercise. Many people with asthma should have daily treatment with both inhaled corticosteroids and a long-acting airway opener. Combination medications are now available in many countries.

Particular types of exercise, such as running and jogging, are more likely to expose the airways to large volumes of dry air and trigger asthma, while less vigorous activities, like swimming and yoga, are less likely to cause these symptoms.","Okay, let's delve into the next question about asthma avoidance. 

The key to preventing asthma is to find an asthma-friendly environment and avoid exercise. Here are some practical tips:

*   **Stay indoors:** This is the most important step. Minimize exposure to air pollution, allergens, and other irritants.
*   **Use air purifiers:** These devices can help to filter air pollutants and reduce the risk of asthma triggers.
*   **Limit exposure to allergens:** Avoid exposure to dust, pollen, pet dander, and other allergens.
*   **Maintain a healthy lifestyle:** A balanced diet, regular exercise, and adequate sleep can help to reduce the risk of asthma.
*   **Be aware of your surroundings:** Pay attention to your environment and be mindful of potential triggers.

It's important to remember that asthma is a chronic condition that requires ongoing management. Regular checkups and appropriate treatment are essential for preventing asthma attacks and improving your quality of life.",0.673264,0.687229,0.680175,0.0,0.288732,0.042553,0.169014
70,,"Aerobics is an effective activity, which allows you to train in sessions at varying intensities. The purpose of aerobics is to develop your breathing and heart capacity. If you start by warming up with light jogging, you can, for example, increase the intensity for a couple of minutes, slow down again and then increase the speed once more.

Indoor swimming is also thought to be good exercise, because it takes place at a controlled temperature and in a humid environment. You can also try an aerobic approach by increasing and decreasing your swimming speed.

Whatever you do, make sure you warm up first, because this will reduce the likelihood of exercise-induced asthma.

The most important thing is that the exercise you do is fun; otherwise it is easy to skip it. It is important to find the exercise that suits you!","Yes, some kind of physical activities are more suitable for people with asthma.",0.699909,0.581162,0.635032,0.0,0.064516,0.0,0.03871
71,,"Your training programme should help you get in better shape gradually. Remember that it takes time to get in shape. As a rule of thumb, you should feel fine after every training session. It is therefore important that you do not try to do too much at once. You should not feel totally exhausted for a couple of hours after every training session.

If you often get asthma symptoms when you exercise intensively, this could be a signal that you are not taking enough medication or that your asthma does not allow such intensive exercise. Talk to your doctor about your treatment to see if anything can be done.",The next question about asthma is about how intensively you dare to exercise.,0.729608,0.623447,0.672363,0.0,0.114754,0.0,0.065574
72,,"Absolutely not! Very often, just preparing yourself for jogging somewhat differently can be enough. There are two things you should remember. First, take your airway opener medication about 15 minutes before you start. Secondly, warm up properly before you go full steam ahead.","Yes, you absolutely need to quit jogging to avoid asthma.",0.716754,0.647141,0.680171,0.0,0.113208,0.0,0.075472
73,,"Make sure that you always carry a quick-relief airway opener medication and use it promptly if necessary.

If exercising often causes asthma symptoms, your may need to take a better preventive medication, or to avoid a particular kind of exercise.",The next question is about asthma symptoms while exercising.,0.770475,0.640322,0.699395,0.0,0.12,0.041667,0.08
74,,"Yes. Most of the commonly prescribed asthma medications are allowed in competitive sports. Generally, the use of inhaled anti-inflammatory medicines and some bronchodilators is allowed, but corticosteroids in tablet, syrup, suppository or injectable form are banned.

Check with your doctor or the national sports associations especially if competing internationally to be sure that your medication does not violate any doping rules. In some cases, you will need a certificate from your doctor about your need for asthma medication.","Yes, you can take asthma medications and still participate in competitive sports.",0.799355,0.666452,0.726879,0.001286,0.175824,0.067416,0.131868
75,,"Chronic rheumatism can affect the lungs, but not in the form of asthma. Long-term treatment with corticosteroid tablets (e.g. for asthma) can provoke diabetes, but inhaled corticosteroids taken directly into the lungs have not been shown to have this effect. Many people with asthma can experience symptoms from the nose such as rhinitis and some also suffer from polyposis. Otherwise, there is no connection between asthma and other chronic diseases.","Yes, asthma is generally considered to be related to other chronic diseases such as rheumatism and diabetes.",0.807911,0.689916,0.744266,0.0,0.247191,0.068966,0.11236
76,,"COPD is a collective name for chronic bronchitis and emphysema, two diseases that are almost always caused by smoking. Many of the symptoms of COPD are similar to those of asthma (e.g. breathlessness, wheezing, production of too much mucus, coughing). COPD is generally a more serious disease than asthma, because the changes in the airways are much more difficult to treat, and it usually has a worse outcome. Unfortunately, COPD can cause greater long-term disability and have a greater effect on the heart and other organ systems than asthma.",The next question is about asthma and COPD.,0.744264,0.626954,0.680591,0.0,0.10101,0.0,0.10101
77,,"No, emphysema is different from asthma, although some of the symptoms, such as wheezing and difficulty in breathing, may seem similar. Emphysema is a disease in which the cavities in the lungs have been irreversibly damaged by external factors, such as smoking or severe air pollution. Some people are more likely to develop emphysema than others, and there are hereditary forms of the condition.

Asthma is a condition caused by inflammation of the airways leading to the lungs, in which the cavities in the lungs are usually normal. Asthma attacks can be triggered by factors such as exposure to tobacco smoke or cold air, or by an allergy to pollens or dust mites.

Both emphysema and asthma involve inflammation, but the type of inflammation and the parts of the airways and lungs that are affected are very different. It is possible to have both emphysema and asthma, but this is rare and it is much more common for emphysema to be combined with chronic bronchitis than with asthma.","Yes, emphysema is the same as asthma.",0.769363,0.584186,0.664107,0.0,0.057143,0.011561,0.057143
78,,"No specific climate is ideal for all people with asthma, since there are so many triggers for symptoms and these factors differ from person to person. If you move to another area, triggers in the new environment may provoke your asthma symptoms more or less than where you lived before. The levels of many allergens are lower at higher altitudes (e.g. in mountainous areas), and this may be beneficial if you have known allergies to pollens or dust mites.",The climate that best suits a person with asthma is generally considered to be **mild and temperate**.,0.702955,0.630172,0.664577,0.0,0.185567,0.021053,0.103093
79,,Everyone needs to relax sometimes. Learning techniques of relaxation and breathing may help you to avoid feelings of panic during an asthma attack.,"Yes, relaxing exercises are generally considered good for asthma. They can help to reduce anxiety, improve sleep, and promote relaxation.",0.761153,0.75695,0.759045,0.0,0.232558,0.0,0.093023
80,,"There are a couple of useful breathing techniques. Sit on a chair, supporting your arms on the back of the chair; or stand up, leaning your arms on a table. Then breathe in and out calmly through slightly closed lips.

Ask your physical therapist or doctor for more specific advice about these techniques.","Yes, there is a good breathing technique to use when your asthma symptoms get worse. It's important to listen to your body and adjust your breathing accordingly.",0.710394,0.66624,0.687609,0.0,0.17284,0.0,0.17284
81,,"When you decide what type of career interests you, it is important to discuss the alternatives with an asthma specialist. It is probably not a good idea to go for a job which involves spending much time in dusty or smoky environments, or in places with potentially irritant smells.",The next question about asthma affects your choice of a professional career is: **How does asthma affect my choice of a professional career?**,0.67982,0.638952,0.658753,0.0,0.194444,0.0,0.138889
82,,"Since asthma is invisible, it can be hard for the people around you to understand that you cannot cope with certain things. It is important that you tell them and remind them whenever necessary about your condition, to help them increase their knowledge and understanding and show the necessary consideration. It is reasonable to ask your friends and relatives not to smoke in your home. A number of brochures and videos with information about asthma are available at your doctors surgery, your pharmacy, or on the internet. It could be a good idea to show one of these to your relatives and friends to help them better understand what asthma is all about.","It's understandable that you're feeling overwhelmed and unsure about your asthma. It's a common challenge, and there are many things you can do to manage your symptoms and improve your well-being. Here are some things you can try:

*   **Identify your triggers:** What situations, smells, or even specific noises trigger your asthma symptoms? Understanding your triggers can help you develop strategies for coping.
*   **Practice good breathing techniques:** Deep, controlled breaths can help calm your airways and reduce inflammation. Try inhaling slowly and deeply through your nose, and exhaling slowly and completely through your mouth.
*   **Stay hydrated:** Adequate hydration is crucial for maintaining healthy lungs and airways. Drink plenty of water throughout the day.
*   **Get enough sleep:** Sleep deprivation can worsen asthma symptoms. Aim for 7-9 hours of quality sleep each night.
*   **Manage stress:** Stress can trigger asthma symptoms. Find healthy ways to manage stress, such as exercise, meditation, or spending time in nature.
*   **Talk to your doctor:** If your asthma is severe, persistent, or accompanied by other symptoms like chest pain, shortness of breath, coughing, or wheezing, see your doctor. They can help you determine the underlying cause and recommend appropriate treatment.

It's important to remember that asthma is a chronic condition, and managing it effectively is a journey, not a destination. Be patient with yourself and don't hesitate to seek professional help if you're struggling.",0.645388,0.712782,0.677413,0.0,0.323699,0.02907,0.138728
83,,"If you have asthma and are allergic, you should not buy a pet. If you have asthma but no signs of allergy, and do not get any obvious symptoms from your pet, it is probably all right to keep it, but bear in mind that it will contribute to the amount of dust in the house.","Yes, you can absolutely have pets even though you have asthma! It's a common misconception that pets are inherently dangerous or require special care.",0.711019,0.695239,0.703041,0.0,0.222222,0.050633,0.17284
84,,"It is unwise to advise someone to move to another place. Having a vacation is, in itself, a pleasant experience that makes you feel good. Living permanently in Spain might be quite different! Bear in mind that you will also have been away from allergens in your home and workplace and consider this perhaps your pet or the dust in your home, or allergens at work, are having more of an effect on your asthma than you realised.","Yes, it is perfectly reasonable to move to Spain if you feel great afterwards. Moving to Spain is a great option for many people, offering a variety of experiences and benefits.",0.739026,0.664163,0.699597,0.0,0.256881,0.074766,0.165138
85,,"Discuss this with your doctor. One solution is to take extra medication before you go out dancing. An increase in medication may make it possible for you to participate in activities that are important to you.

A chronic disease like asthma can, of course, place limitations on your social life that are hard to accept. You can feel a sense of loss over not being able to go out dancing, or missing out on other activities. You may need to work through these feelings so you can move on and find other alternative activities that can be equally pleasant and valuable.","It's completely understandable that you're feeling sad and angry when you're experiencing asthma. It's a common and challenging condition, and it's important to understand that it's not a sign of weakness.

Here are some things you can do to cope with your asthma and manage your symptoms:

*   **Stay Hydrated:** Drink plenty of fluids throughout the day, including water, herbal tea, and broth. Avoid sugary drinks and caffeine, as these can worsen your symptoms.
*   **Eat a Healthy Diet:** Focus on eating nutritious foods that provide sustained energy. Avoid processed foods, sugary snacks, and excessive amounts of caffeine.
*   **Get Enough Sleep:** Aim for 7-9 hours of quality sleep per night. Sleep deprivation can worsen your asthma symptoms.
*   **Manage Your Stress:** Practice relaxation techniques like deep breathing, meditation, or yoga. Stress can exacerbate asthma symptoms.
*   **Talk to Your Doctor:** Your doctor can provide personalized advice and help you manage your asthma. They can also rule out other potential causes of your symptoms.
*   **Be Patient:** Managing asthma can take time and effort. Don's be patient with yourself and celebrate your progress along the way.

It's important to remember that asthma is a chronic condition, and it's okay to have days when you feel better. If you're struggling to manage your asthma, don't hesitate to seek professional help from a doctor or asthma specialist.",0.633812,0.68227,0.657149,0.0,0.277108,0.036364,0.114458
86,,"Yes. Asthma medications include very effective airway openers. Even more importantly, they include very effective controllers (inhaled steroids), which can prevent most asthma attacks when used regularly.","Yes, asthma medication can help prevent asthma symptoms.",0.873054,0.731317,0.795924,0.0,0.285714,0.060606,0.285714
87,,"Not all people with asthma feel worse when they are upset or worried. Those who do may be easily stressed, or may cry or breathe too fast (hyperventilate) easily. Another reason that your asthma gets worse could be that you are not being treated properly for the inflammation you have in your airways.","Asthma can get worse when you're upset or worried about something. This is because the airways in your lungs become inflamed and irritated. When you're feeling stressed or anxious, your body's natural defenses are weakened, and the airways become more prone to inflammation and narrowing. This can lead to a more severe and persistent cough, shortness of breath, and chest tightness.",0.725682,0.734843,0.730233,0.0,0.290598,0.086957,0.205128
